企業名,会計年度,四半期,y_hat_mraf_part3,best_hyparam
小田急電鉄,2018,Q1,23.63631558383605,[1000 10]
小田急電鉄,2018,Q2,26.13710654833701,[1000 10]
小田急電鉄,2018,Q3,26.982177309667513,[1000 10]
小田急電鉄,2018,Q4,9.614001929002182,[1000 10]
小田急電鉄,2019,Q1,27.362759999999817,[1000 10]
小田急電鉄,2019,Q2,23.61077365483346,[1000 10]
小田急電鉄,2019,Q3,24.543473654833562,[1000 10]
小田急電鉄,2019,Q4,10.003770964501127,[1000 10]
小田急電鉄,2020,Q1,13.290087716008792,[1000 10]
小田急電鉄,2020,Q2,-6.644424364811836,[1000 10]
小田急電鉄,2020,Q3,-0.17091918731735092,[1000 10]
小田急電鉄,2020,Q4,6.381801422194625,[1000 10]
小糸製作所,2018,Q1,93.54799999999999,[100 10]
小糸製作所,2018,Q2,108.7022,[100 10]
小糸製作所,2018,Q3,89.61669999999998,[100 10]
小糸製作所,2018,Q4,118.60739999999998,[100 10]
小糸製作所,2019,Q1,83.96430000000004,[100 10]
小糸製作所,2019,Q2,91.2723,[100 10]
小糸製作所,2019,Q3,102.81410000000005,[100 10]
小糸製作所,2019,Q4,97.88850000000004,[100 10]
小糸製作所,2020,Q1,82.06420000000001,[100 10]
小糸製作所,2020,Q2,49.058600000000006,[100 10]
小糸製作所,2020,Q3,84.09899999999999,[100 10]
小糸製作所,2020,Q4,83.3721,[100 10]
小野建,2018,Q1,43.62350000000002,[100 10]
小野建,2018,Q2,48.026900000000005,[100 10]
小野建,2018,Q3,43.20640000000002,[100 10]
小野建,2018,Q4,56.3522,[100 10]
小野建,2019,Q1,50.34910000000001,[100 10]
小野建,2019,Q2,47.87529999999996,[100 10]
小野建,2019,Q3,49.74089999999998,[100 10]
小野建,2019,Q4,54.75339999999999,[100 10]
小野建,2020,Q1,45.9979,[100 10]
小野建,2020,Q2,47.02089999999999,[100 10]
小野建,2020,Q3,47.01990000000003,[100 10]
小野建,2020,Q4,55.5832,[100 10]
小野薬品工業,2018,Q1,22.54780230111296,[1000 10]
小野薬品工業,2018,Q2,23.882825348618695,[1000 10]
小野薬品工業,2018,Q3,28.49036530714624,[1000 10]
小野薬品工業,2018,Q4,25.03969142634756,[1000 10]
小野薬品工業,2019,Q1,27.305420934976702,[1000 10]
小野薬品工業,2019,Q2,28.084741967221674,[1000 10]
小野薬品工業,2019,Q3,30.77083090166458,[1000 10]
小野薬品工業,2019,Q4,23.341584887617476,[1000 10]
小野薬品工業,2020,Q1,31.375772868886067,[1000 10]
小野薬品工業,2020,Q2,32.31791947803387,[1000 10]
小野薬品工業,2020,Q3,35.22273590166453,[1000 10]
小野薬品工業,2020,Q4,31.9931766125273,[1000 10]
尾家産業,2018,Q1,9.987199999999989,[100 None]
尾家産業,2018,Q2,16.80200000000001,[100 None]
尾家産業,2018,Q3,18.86029999999999,[100 None]
尾家産業,2018,Q4,18.361899999999995,[100 None]
尾家産業,2019,Q1,9.980499999999996,[100 None]
尾家産業,2019,Q2,18.45039999999999,[100 None]
