企業名,会計年度,四半期,y_hat_mraf_part4,best_hyparam
東芝テック,2018,Q1,6.4881199999999986,[100 10]
東芝テック,2018,Q2,-11.484487500000002,[100 10]
東芝テック,2018,Q3,-35.92356868731661,[100 10]
東芝テック,2018,Q4,-8.503653737463312,[100 10]
東芝テック,2019,Q1,-59.62325000000003,[100 10]
東芝テック,2019,Q2,-17.840699999999984,[100 10]
東芝テック,2019,Q3,-12.13069999999999,[100 10]
東芝テック,2019,Q4,23.2504,[100 10]
東芝テック,2020,Q1,-45.06529999999996,[100 10]
東芝テック,2020,Q2,-25.235853737463312,[100 10]
東芝テック,2020,Q3,-57.96589999999996,[100 10]
東芝テック,2020,Q4,-17.667700000000014,[100 10]
東邦アセチレン,2018,Q1,46.479512554689656,[1000 5]
東邦アセチレン,2018,Q2,36.725253789913204,[1000 5]
東邦アセチレン,2018,Q3,44.29124732815681,[1000 5]
東邦アセチレン,2018,Q4,49.56018333333332,[1000 5]
東邦アセチレン,2019,Q1,42.469359961885594,[1000 5]
東邦アセチレン,2019,Q2,28.949026310917446,[1000 5]
東邦アセチレン,2019,Q3,36.98015133333328,[1000 5]
東邦アセチレン,2019,Q4,38.724967904761634,[1000 5]
東邦アセチレン,2020,Q1,21.644336585083003,[1000 5]
東邦アセチレン,2020,Q2,17.801549082669418,[1000 5]
東邦アセチレン,2020,Q3,32.96021025261764,[1000 5]
東邦アセチレン,2020,Q4,39.014227904761604,[1000 5]
東邦システムサイエンス,2018,Q1,12.45776917887668,[100 5]
東邦システムサイエンス,2018,Q2,11.531973414918417,[100 5]
東邦システムサイエンス,2018,Q3,13.62901998826337,[100 5]
東邦システムサイエンス,2018,Q4,15.34074536291323,[100 5]
東邦システムサイエンス,2019,Q1,12.50454725468976,[100 5]
東邦システムサイエンス,2019,Q2,13.776044966422457,[100 5]
東邦システムサイエンス,2019,Q3,12.288226501140329,[100 5]
東邦システムサイエンス,2019,Q4,14.685471310911312,[100 5]
東邦システムサイエンス,2020,Q1,10.838435574980574,[100 5]
東邦システムサイエンス,2020,Q2,9.506392319575847,[100 5]
東邦システムサイエンス,2020,Q3,13.23697007215007,[100 5]
東邦システムサイエンス,2020,Q4,14.562001194083699,[100 5]
東邦チタニウム,2018,Q1,1.4890999999999999,[100 None]
東邦チタニウム,2018,Q2,5.848800000000002,[100 None]
東邦チタニウム,2018,Q3,7.774999999999997,[100 None]
東邦チタニウム,2018,Q4,9.596899999999993,[100 None]
東邦チタニウム,2019,Q1,20.548200000000005,[100 None]
東邦チタニウム,2019,Q2,15.352400000000005,[100 None]
東邦チタニウム,2019,Q3,17.547200000000004,[100 None]
東邦チタニウム,2019,Q4,14.526800000000003,[100 None]
東邦チタニウム,2020,Q1,8.730399999999998,[100 None]
東邦チタニウム,2020,Q2,5.074900000000002,[100 None]
東邦チタニウム,2020,Q3,-15.350200000000008,[100 None]
東邦チタニウム,2020,Q4,-11.776100000000003,[100 None]
東邦ホールディングス,2018,Q1,46.24787567308508,[100 5]
東邦ホールディングス,2018,Q2,49.17207164926576,[100 5]
東邦ホールディングス,2018,Q3,76.5474678571428,[100 5]
東邦ホールディングス,2018,Q4,61.33388627705625,[100 5]
東邦ホールディングス,2019,Q1,46.21853493301635,[100 5]
東邦ホールディングス,2019,Q2,50.90802196941949,[100 5]
東邦ホールディングス,2019,Q3,55.315878379120875,[100 5]
東邦ホールディングス,2019,Q4,53.90698201048952,[100 5]
東邦ホールディングス,2020,Q1,45.057449651737144,[100 5]
東邦ホールディングス,2020,Q2,33.06049307692307,[100 5]
東邦ホールディングス,2020,Q3,57.07177476190474,[100 5]
東邦ホールディングス,2020,Q4,33.75241865384615,[100 5]
東邦亜鉛,2018,Q1,113.5695707774696,[100 None]
