,,0
2018,Q3,26.78313861917958
2018,Q4,112.38024439147685
2019,Q1,-8.07304091465818
2019,Q2,-4.6057665050010925
2019,Q3,26.958552990552604
2019,Q4,50.51721788421085
2020,Q1,-20.948453304770638
2020,Q2,-2.0101716035077217
2020,Q3,29.07251860028805
2020,Q4,50.13926005904948
2018,Q1,173.14055469205016
2018,Q2,52.47918614518106
2018,Q3,91.7266653152124
2018,Q4,130.94802747064153
2019,Q1,115.85157198899552
2019,Q2,-7.121236020220307
2019,Q3,50.59513746473647
2019,Q4,17.773473879964115
2020,Q1,-202.27317618439997
2020,Q2,106.54767865563322
2020,Q3,197.39031730324797
2020,Q4,102.7370331463464
2018,Q1,26.595714316137897
2018,Q2,9.98376117738539
2018,Q3,6.967228665249252
2018,Q4,20.44467455425628
2019,Q1,14.06248995932527
2019,Q2,23.35819465427252
2019,Q3,16.94883286541054
2019,Q4,25.32830250481203
2020,Q1,3.848699018029137
2020,Q2,18.96428429532682
2020,Q3,11.90727840268849
2020,Q4,23.562214314482205
2018,Q1,5.06419517805317
2018,Q2,18.58161875247778
2018,Q3,20.13016368887987
2018,Q4,23.883178831624498
2019,Q1,13.269113691731896
2019,Q2,17.444057340384248
2019,Q3,7.593742526997341
2019,Q4,19.837337217058437
2020,Q1,9.993870990195058
2020,Q2,17.52148755238846
2020,Q3,12.505083161185231
2020,Q4,23.29986062012109
2018,Q1,3.7256075205743624
2018,Q2,6.721360686516201
2018,Q3,7.784057413355434
2018,Q4,21.23052533647432
2019,Q1,6.184705688358733
2019,Q2,9.845109426359873
2019,Q3,8.459947167626527
2019,Q4,21.196310039786308
2020,Q1,8.936462601239718
2020,Q2,13.710960375369057
2020,Q3,10.711617177004811
2020,Q4,22.436308471316366
2018,Q1,-2.149507041542506
2018,Q2,8.112514228417467
2018,Q3,3.59750234015263
2018,Q4,-2.114073271570703
2019,Q1,5.278672242059059
2019,Q2,13.590833170587302
2019,Q3,9.566441066322142
2019,Q4,7.865706598935134
2020,Q1,12.316021877457956
2020,Q2,14.471056739654522
2020,Q3,20.963253308854576
2020,Q4,22.179449442816917
2018,Q1,-5.470750968927773
2018,Q2,16.351412598783938
2018,Q3,5.046272021126539
2018,Q4,22.099265171183404
2019,Q1,15.269520645318542
2019,Q2,25.521534157836708
2019,Q3,-9.849548544007327
2019,Q4,-121.13181988830348
2020,Q1,17.74900216532967
2020,Q2,24.580175981545224
2020,Q3,43.472291501577615
2020,Q4,54.6643686380773
2018,Q1,12.068391342387145
2018,Q2,26.22068117251149
2018,Q3,29.898157797803606
2018,Q4,19.72602787002924
2019,Q1,24.787358737532145
2019,Q2,37.603746909689846
2019,Q3,26.585885137506466
2019,Q4,21.42970159492313
2020,Q1,4.017527867799572
2020,Q2,28.458634983152933
2020,Q3,28.737016655656333
2020,Q4,30.25905412839507
2018,Q1,23.037181569654408
2018,Q2,52.063996336765456
2018,Q3,24.99081632331675
2018,Q4,56.47276478151995
2019,Q1,21.426712917782186
2019,Q2,61.276969475233535
2019,Q3,19.65533323698396
2019,Q4,58.49517058403856
2020,Q1,-1.209865667491517
2020,Q2,42.25609548331252
2020,Q3,39.04947387153835
2020,Q4,59.58195035998524
2018,Q1,34.33376655684232
2018,Q2,59.738977779905795
2018,Q3,32.944861950602856
2018,Q4,60.32063748926128
2019,Q1,23.46502502601348
2019,Q2,-11.532588226304213
2019,Q3,21.010121379010776
2019,Q4,59.64746841995498
2020,Q1,13.032048512519978
2020,Q2,41.514967298894135
2020,Q3,65.47477669815257
2020,Q4,25.133044065769596
2018,Q1,31.43432807193666
2018,Q2,24.988598323299627
2018,Q3,28.559503346244135
2018,Q4,5.890013258892711
2019,Q1,11.964229771805039
2019,Q2,2.6831284368959105
2019,Q3,1.595060640932033
2019,Q4,8.819141450602729
2020,Q1,17.552289432728482
2020,Q2,71.04302221044561
2020,Q3,30.03785591743309
2020,Q4,30.353060399327717
2018,Q1,63.38518534566552
2018,Q2,81.27825057593189
2018,Q3,94.32837729161201
2018,Q4,51.89186556097445
2019,Q1,79.30943197273534
2019,Q2,72.47788420391561
2019,Q3,81.48602110616159
2019,Q4,55.820139456793925
2020,Q1,103.30772868738278
2020,Q2,96.93093910756268
2020,Q3,103.11423172688615
2020,Q4,41.61695797531177
2018,Q1,-12.157038689550053
2018,Q2,-6.534356888326279
2018,Q3,-3.2277546759395
2018,Q4,-11.800002314547793
2019,Q1,0.7388603654179846
2019,Q2,-6.622444070606797
2019,Q3,14.127259801213986
2019,Q4,-1.1185982733531503
2020,Q1,27.664489904637122
2020,Q2,-5.7113423106917764
2020,Q3,8.350342309500828
2020,Q4,16.43176628196464
2018,Q1,14.986661165567423
2018,Q2,19.35787255384995
2018,Q3,22.32434384751656
2018,Q4,25.813566503800672
2019,Q1,19.769928771947974
2019,Q2,19.7927194863218
2019,Q3,17.22121408057516
2019,Q4,19.083039183670692
2020,Q1,16.85264301291658
2020,Q2,18.466357389031202
2020,Q3,18.253433625359843
2020,Q4,17.019766285397402
2018,Q1,33.21956321357837
2018,Q2,24.820816568777378
2018,Q3,29.24455364131002
2018,Q4,14.331974116881852
2019,Q1,32.84308291596925
2019,Q2,23.774294169980642
2019,Q3,30.858933483199404
2019,Q4,17.195032122094904
2020,Q1,30.96102152394088
2020,Q2,29.78242338639142
2020,Q3,31.111728890324567
2020,Q4,14.710283296294794
2018,Q1,15.184410110254689
2018,Q2,47.51251079241909
2018,Q3,-12.41453871823856
2018,Q4,85.45572329088061
2019,Q1,7.175498297631151
2019,Q2,25.191319325691154
2019,Q3,-2.7718630393981982
2019,Q4,36.44049149480841
2020,Q1,7.484425033670487
2020,Q2,29.853828758335474
2020,Q3,34.46913941347533
2020,Q4,51.67642087907212
2018,Q1,75.22795845385654
2018,Q2,67.67914925695479
2018,Q3,75.518516176
2018,Q4,94.94941736435081
2019,Q1,82.22837622238501
2019,Q2,66.31390462768977
2019,Q3,74.62450809627336
2019,Q4,85.36453899607446
2020,Q1,80.50656922912768
2020,Q2,71.72798468029669
2020,Q3,92.24443495093281
2020,Q4,91.66138177159851
2018,Q1,1.2128605041937404
2018,Q2,-5.913893415639238
2018,Q3,6.582205737344262
2018,Q4,6.157679060796871
2019,Q1,-95.21536226499246
2019,Q2,-74.02398657938822
2019,Q3,-30.371500348223893
2019,Q4,-114.06321643221875
2020,Q1,28.46382767207016
2020,Q2,-410.39051355206925
2020,Q3,-133.8242423626141
2020,Q4,-257.89232809428546
2018,Q1,1.9708324260055523
2018,Q2,13.576312762707222
2018,Q3,11.429509586506647
2018,Q4,11.2347806513784
2019,Q1,10.70939617340197
2019,Q2,5.420612166559163
2019,Q3,12.786088800905432
2019,Q4,0.3067202003282217
2020,Q1,1.7828211928903221
2020,Q2,-4.804539651037226
2020,Q3,0.869956313461886
2020,Q4,11.93058978567525
2018,Q1,17.307224871145927
2018,Q2,18.732278016237736
2018,Q3,18.556695583884633
2018,Q4,15.550774784067888
2019,Q1,21.282768380085933
2019,Q2,23.27230497421464
2019,Q3,23.50144227698862
2019,Q4,18.58255754315455
2020,Q1,24.751545052722122
2020,Q2,24.53123158482389
2020,Q3,24.23911844669387
2020,Q4,17.487414537576655
2018,Q1,-1.4133853713023825
2018,Q2,9.46059523010371
2018,Q3,-5.8121529974616575
2018,Q4,-30.107844155538032
2019,Q1,-16.386916896154972
2019,Q2,-10.293512823995965
2019,Q3,17.17809026446561
2019,Q4,-16.443373896251597
2020,Q1,-67.3129854130624
2020,Q2,-57.05708686448607
2020,Q3,-24.808816091057697
2020,Q4,-50.44892787688376
2018,Q1,71.10315729431342
2018,Q2,80.16455946237241
2018,Q3,83.65838591977686
2018,Q4,50.582780973539414
2019,Q1,59.57959873596814
2019,Q2,79.80422759818613
2019,Q3,61.45628239012343
2019,Q4,52.1405596487227
2020,Q1,59.90887108595715
2020,Q2,68.02991189081035
2020,Q3,71.93114673160007
2020,Q4,91.51960116972997
2018,Q1,-4.6170037182514
2018,Q2,27.5514962777035
2018,Q3,44.61093932657318
2018,Q4,-3.9014107497494788
2019,Q1,44.15764955809669
2019,Q2,26.113204261991232
2019,Q3,43.994294362089306
2019,Q4,30.02489920212389
2020,Q1,25.869649834396448
2020,Q2,24.76618997183187
2020,Q3,23.698544843007873
2020,Q4,21.991338216387625
2018,Q1,14.775407958580345
2018,Q2,14.74322358489443
2018,Q3,15.76843603532588
2018,Q4,16.31600662813058
2019,Q1,15.244348191535792
2019,Q2,15.087213573077861
2019,Q3,15.827152946518742
2019,Q4,15.460756538529028
2020,Q1,15.27094180357079
2020,Q2,14.689444444444446
2020,Q3,14.872777777777777
2020,Q4,15.308611111111109
2018,Q1,14.480226001547404
2018,Q2,21.32289208781841
2018,Q3,17.487692802928333
2018,Q4,23.916946080504932
2019,Q1,17.818071346339366
2019,Q2,21.517645660493187
2019,Q3,13.906047795166636
2019,Q4,22.01422175136519
2020,Q1,12.533775571365695
2020,Q2,14.656096593305762
2020,Q3,10.27098499635791
2020,Q4,16.692748987448482
2018,Q1,14.942841527118858
2018,Q2,37.066754637531695
2018,Q3,31.563145849771033
2018,Q4,52.83276219334056
2019,Q1,19.197283972592416
2019,Q2,37.61071977568227
2019,Q3,29.044544652957764
2019,Q4,46.867241623563835
2020,Q1,3.2087732110816845
2020,Q2,23.591177125910093
2020,Q3,22.777589822417
2020,Q4,39.165382534647236
2018,Q1,56.87870340603075
2018,Q2,6.7245887104728155
2018,Q3,35.75651041835294
2018,Q4,88.71703087747514
2019,Q1,86.96834906786674
2019,Q2,47.88839508633987
2019,Q3,59.50595282797604
2019,Q4,8.213425914453842
2020,Q1,20.005896678645424
2020,Q2,57.72725149307831
2020,Q3,61.237429084377794
2020,Q4,12.375071931037613
2018,Q1,58.85647563369078
2018,Q2,70.30791140959
2018,Q3,81.3167699662323
2018,Q4,59.52238101445667
2019,Q1,-476.84781760707074
2019,Q2,82.58783558743383
2019,Q3,88.85107612781333
2019,Q4,88.1357344662224
2020,Q1,54.376649033738616
2020,Q2,21.787845200432876
2020,Q3,66.68171855431282
2020,Q4,103.78743758733941
2018,Q1,25.806951759289802
2018,Q2,8.891466192480266
2018,Q3,28.007408508220465
2018,Q4,5.91990385942762
2019,Q1,26.038958850262134
2019,Q2,36.534531131567974
2019,Q3,41.32256164540661
2019,Q4,5.074522007774817
2020,Q1,49.27210722694167
2020,Q2,67.64756031338914
2020,Q3,10.699508899603416
2020,Q4,-45.24951370196709
2018,Q1,99.59938650289193
2018,Q2,20.038254058659987
2018,Q3,54.0574979529524
2018,Q4,49.201024097611665
2019,Q1,58.03966352493245
2019,Q2,47.97825932699753
2019,Q3,14.126844874040934
2019,Q4,21.99396276427869
2020,Q1,25.256802839965783
2020,Q2,38.91636551373318
2020,Q3,44.28645150065577
2020,Q4,17.916495055310207
2018,Q1,62.202635903485074
2018,Q2,77.31783536506981
2018,Q3,78.20956263468344
2018,Q4,98.36492938315159
2019,Q1,77.89447043717269
2019,Q2,46.54841793615692
2019,Q3,15.736384217003717
2019,Q4,45.26949146543116
2020,Q1,6.018363088714921
2020,Q2,7.389438097664225
2020,Q3,14.239977202505962
2020,Q4,28.758857623896922
2018,Q1,60.264197888232516
2018,Q2,70.20572308097229
2018,Q3,48.45042998747142
2018,Q4,48.98458636443725
2019,Q1,30.734288108508856
2019,Q2,58.69450937092739
2019,Q3,31.961442732574845
2019,Q4,20.44450899129059
2020,Q1,64.08022726694684
2020,Q2,76.10558439904403
2020,Q3,66.64427661049001
2020,Q4,43.189136665980435
2018,Q1,25.547040316924086
2018,Q2,34.74556681604149
2018,Q3,27.205738286145078
2018,Q4,90.10336236882031
2019,Q1,43.80838735988387
2019,Q2,35.03339398068611
2019,Q3,64.70701074389095
2019,Q4,61.768656428324505
2020,Q1,-78.32672397139905
2020,Q2,-49.64541086545978
2020,Q3,47.76751330987594
2020,Q4,7.177104187494876
2018,Q1,39.44345517674551
2018,Q2,39.6587870888279
2018,Q3,31.99679040289216
2018,Q4,41.49666396368197
2019,Q1,34.91610029951069
2019,Q2,37.578769511705076
2019,Q3,32.0653866308836
2019,Q4,46.96733241706323
2020,Q1,33.03859703567082
2020,Q2,37.335401546645954
2020,Q3,36.4346715497729
2020,Q4,54.06436021514155
2018,Q1,39.54124586432521
2018,Q2,38.47509950488092
2018,Q3,61.53914584650868
2018,Q4,33.92153387508312
2019,Q1,42.19871722904324
2019,Q2,50.41894651085822
2019,Q3,42.49603312558108
2019,Q4,46.945601764656
2020,Q1,28.195089553845754
2020,Q2,32.44391140558378
2020,Q3,33.70714286288086
2020,Q4,21.78688771022462
2018,Q1,37.559192957604225
2018,Q2,74.31895297998679
2018,Q3,69.94969383749739
2018,Q4,-26.25307850764043
2019,Q1,5.924981288289622
2019,Q2,59.99633908433948
2019,Q3,22.22380635060611
2019,Q4,-29.5023219387972
2020,Q1,-31.219069891598213
2020,Q2,-2.64763807980966
2020,Q3,20.23034659734219
2020,Q4,-9.457245789615122
2018,Q1,16.12882164869318
2018,Q2,15.673478899149021
2018,Q3,25.315133010014296
2018,Q4,17.108825411300938
2019,Q1,15.049244863661649
2019,Q2,15.474681622806251
2019,Q3,22.41475696121051
2019,Q4,11.605346192006799
2020,Q1,9.570153146335468
2020,Q2,12.849912258403876
2020,Q3,23.33625262216901
2020,Q4,22.173511346046734
2018,Q1,6.514609643622364
2018,Q2,9.10278247333764
2018,Q3,17.12001944827415
2018,Q4,15.064924689209779
2019,Q1,10.162424474417975
2019,Q2,16.98686477092085
2019,Q3,19.906712876806516
2019,Q4,25.199507050030476
2020,Q1,21.460717040633767
2020,Q2,21.05647654046217
2020,Q3,23.951798338626556
2020,Q4,33.16400957432758
2018,Q1,4.716685589254844
2018,Q2,11.930618923594349
2018,Q3,13.158333825396348
2018,Q4,12.702928441953736
2019,Q1,5.861604226137874
2019,Q2,44.561904453049955
2019,Q3,-10.756438959141462
2019,Q4,10.086607944350964
2020,Q1,-38.62008830497622
2020,Q2,24.311447796676283
2020,Q3,33.970271752446806
2020,Q4,10.986621479355074
2018,Q1,12.648932472162016
2018,Q2,-29.347756510871847
2018,Q3,42.02383347947932
2018,Q4,38.7382770052983
2019,Q1,11.7397566290432
2019,Q2,-12.983081256406109
2019,Q3,6.061816061743798
2019,Q4,40.91956137497774
2020,Q1,-51.63200601378777
2020,Q2,-52.56803793105737
2020,Q3,-20.540518736893986
2020,Q4,35.90959597417901
2018,Q1,45.78254872967208
2018,Q2,65.8593940445343
2018,Q3,179.6709134542876
2018,Q4,73.96737805208386
2019,Q1,-2.577341469820553
2019,Q2,48.64212379353734
2019,Q3,62.1978695955536
2019,Q4,7.703279180096175
2020,Q1,39.161625514633585
2020,Q2,58.56961726838348
2020,Q3,119.02227878669399
2020,Q4,39.04712118131926
2018,Q1,20.39693372643444
2018,Q2,18.473439168133723
2018,Q3,8.241258619670816
2018,Q4,-18.293925303512708
2019,Q1,21.370750736639508
2019,Q2,47.506313419410375
2019,Q3,24.31267924183783
2019,Q4,31.46314960477298
2020,Q1,11.855468164423485
2020,Q2,5.833274614204129
2020,Q3,13.375080741356214
2020,Q4,11.316685524325067
2018,Q1,2.3004928538115776
2018,Q2,3.287000470589364
2018,Q3,3.329317048255284
2018,Q4,21.92021300365067
2019,Q1,-11.937612525893115
2019,Q2,10.234116972666966
2019,Q3,9.299968129743151
2019,Q4,27.36474774188865
2020,Q1,23.627002079017164
2020,Q2,20.713441990801222
2020,Q3,20.742600128213937
2020,Q4,15.777482513902548
2018,Q1,27.092365843544126
2018,Q2,191.32088780293705
2018,Q3,152.12882721892052
2018,Q4,106.79881515618273
2019,Q1,90.51592507556455
2019,Q2,80.61407657972252
2019,Q3,122.38073140312218
2019,Q4,137.1779009602231
2020,Q1,91.48033558619767
2020,Q2,60.03549252047102
2020,Q3,164.87597491228613
2020,Q4,57.39458403264915
2018,Q1,42.716384857717095
2018,Q2,46.28035123833354
2018,Q3,50.725658772253404
2018,Q4,53.3381385744196
2019,Q1,49.50150446200264
2019,Q2,50.1518876164261
2019,Q3,65.26867003369975
2019,Q4,72.83687064335282
2020,Q1,62.12392438503529
2020,Q2,56.93516586743643
2020,Q3,34.092474462277714
2020,Q4,59.1107729886491
2018,Q1,5.299345832473643
2018,Q2,23.599173631741884
2018,Q3,40.14476945395633
2018,Q4,10.165770879388608
2019,Q1,14.018664967316463
2019,Q2,30.95872017337886
2019,Q3,25.608357564206457
2019,Q4,24.424129096808898
2020,Q1,28.27295570063841
2020,Q2,20.922797250281242
2020,Q3,40.77880203953867
2020,Q4,28.34860875071844
2018,Q1,-24.76599360769502
2018,Q2,-23.699218893311862
2018,Q3,-3.742461991919342
2018,Q4,16.473523364657893
2019,Q1,22.99261383666493
2019,Q2,-38.68606538912536
2019,Q3,4.722281781977955
2019,Q4,22.870424745647625
2020,Q1,54.694438557641234
2020,Q2,88.88383953405776
2020,Q3,174.57669348573125
2020,Q4,102.4915561143649
2018,Q1,15.758403100705081
2018,Q2,14.630564252829863
2018,Q3,19.15063356510029
2018,Q4,15.036843740815009
2019,Q1,19.948393662942614
2019,Q2,20.696586864702343
2019,Q3,26.69939008237268
2019,Q4,10.148546690835818
2020,Q1,13.074284560836112
2020,Q2,20.023836295362667
2020,Q3,32.546865283696626
2020,Q4,19.83227062892984
2018,Q1,36.03349771998552
2018,Q2,-11.01890488948122
2018,Q3,71.38038899245272
2018,Q4,9.428695359949991
2019,Q1,4.132524932405262
2019,Q2,13.792121602494522
2019,Q3,36.40443908109877
2019,Q4,16.584020246824487
2020,Q1,11.208583289358046
2020,Q2,-3.663731762013903
2020,Q3,85.12033024507238
2020,Q4,33.60467235751602
2018,Q1,37.259024413529076
2018,Q2,22.330860641737956
2018,Q3,40.70103340408914
2018,Q4,70.17553196688823
2019,Q1,26.29829778636762
2019,Q2,12.863682713519019
2019,Q3,23.620779723210802
2019,Q4,29.969670045040033
2020,Q1,29.459786421707904
2020,Q2,9.91399959321933
2020,Q3,24.807512143641176
2020,Q4,2.9307087085862022
2018,Q1,-9.673626537936146
2018,Q2,24.45546427543826
2018,Q3,3.36321079885749
2018,Q4,-5.732056292117594
2019,Q1,6.37170621941167
2019,Q2,13.798404725886165
2019,Q3,18.295111713340617
2019,Q4,39.94546929806202
2020,Q1,13.85501019783424
2020,Q2,19.4935697160251
2020,Q3,13.060310979233755
2020,Q4,24.54017412682589
2018,Q1,-4.75679525724685
2018,Q2,3.5943993068120026
2018,Q3,3.2482542121061186
2018,Q4,-8.485221547594067
2019,Q1,-0.9181269675421426
2019,Q2,3.9590417986204858
2019,Q3,8.196220019860334
2019,Q4,-6.051805630011215
2020,Q1,6.030676295248675
2020,Q2,9.188703221375562
2020,Q3,15.908682019515423
2020,Q4,-5.209655844741688
2018,Q1,65.0469723948933
2018,Q2,34.15281837981742
2018,Q3,80.0441323903855
2018,Q4,28.171908331711165
2019,Q1,11.41786133268829
2019,Q2,25.44263990360524
2019,Q3,0.46791495937159766
2019,Q4,40.20614154098922
2020,Q1,-57.23552927452688
2020,Q2,11.407768985744298
2020,Q3,72.95217477277299
2020,Q4,-19.78550608656846
2018,Q1,18.755024863723047
2018,Q2,22.520699070982676
2018,Q3,15.21836279147982
2018,Q4,10.617305684171507
2019,Q1,29.130937826137643
2019,Q2,7.6858583761090635
2019,Q3,16.804861826518724
2019,Q4,0.16284915402275857
2020,Q1,19.479632548291455
2020,Q2,8.390841861235629
2020,Q3,35.469032050863696
2020,Q4,33.0961251107491
2018,Q1,-54.244435102710625
2018,Q2,12.482449179588164
2018,Q3,-7.06818844759141
2018,Q4,14.673806180691468
2019,Q1,-5.5650569135589105
2019,Q2,4.43211601075121
2019,Q3,43.268218819886165
2019,Q4,18.974715138617956
2020,Q1,4.060621915185971
2020,Q2,7.91079870848367
2020,Q3,26.925364365241446
2020,Q4,36.25375109501035
2018,Q1,32.56835716231826
2018,Q2,36.03722949934525
2018,Q3,36.02209255069618
2018,Q4,36.15644691517199
2019,Q1,36.93954353562978
2019,Q2,37.13231476508382
2019,Q3,37.3569302044793
2019,Q4,32.66433396233707
2020,Q1,30.708480944887317
2020,Q2,29.954020019828604
2020,Q3,39.22929618929241
2020,Q4,29.965104793368866
2018,Q1,27.054768294567396
2018,Q2,9.729623192926397
2018,Q3,74.63138916918467
2018,Q4,1.726007715047217
2019,Q1,14.671342891477707
2019,Q2,-21.817929670377907
2019,Q3,72.27072080801554
2019,Q4,48.66022124486699
2020,Q1,-65.44017306165506
2020,Q2,101.10967479092551
2020,Q3,166.94904637541413
2020,Q4,-81.44552453414371
2018,Q1,39.18913343313926
2018,Q2,8.272301557774622
2018,Q3,39.77534179572086
2018,Q4,4.582026088534315
2019,Q1,4.997082558220269
2019,Q2,-0.4368306582580024
2019,Q3,20.69998057812828
2019,Q4,-39.90831501621133
2020,Q1,4.219604774891951
2020,Q2,-65.31973624575242
2020,Q3,-43.50496771532574
2020,Q4,-118.01940305242687
2018,Q1,-6.603422053885698
2018,Q2,15.27938423622264
2018,Q3,32.045311377621786
2018,Q4,-5.3181771854063555
2019,Q1,12.172108344423904
2019,Q2,28.136617732572972
2019,Q3,66.37033231847259
2019,Q4,-38.85913147348914
2020,Q1,-15.44814478782574
2020,Q2,-87.86211645897924
2020,Q3,-14.730637024708926
2020,Q4,-58.66402142897984
2018,Q1,74.93342944862808
2018,Q2,71.59582121630126
2018,Q3,96.27759389218838
2018,Q4,75.34840813627237
2019,Q1,48.6525019302311
2019,Q2,48.76214036461784
2019,Q3,66.1877196620815
2019,Q4,36.213369303728285
2020,Q1,-17.32940105362348
2020,Q2,19.48182431026759
2020,Q3,83.1026887863231
2020,Q4,12.299518179767915
2018,Q1,15.257487558034093
2018,Q2,43.326288152140144
2018,Q3,4.917120543565957
2018,Q4,10.827157623761444
2019,Q1,17.182922264692557
2019,Q2,47.84216987263082
2019,Q3,3.498734146443482
2019,Q4,11.150203534596592
2020,Q1,20.345933499499438
2020,Q2,51.97992337743017
2020,Q3,22.24495025174815
2020,Q4,15.643836509274678
2018,Q1,-3.581517728174177
2018,Q2,17.61067628733827
2018,Q3,37.564760287521445
2018,Q4,26.338769550888042
2019,Q1,-6.545328747915111
2019,Q2,35.94252993110752
2019,Q3,16.621811799391665
2019,Q4,13.593333055633494
